Class Times	65
55	 3:00 PM  4:00 PM MWF
56	 1:00 PM  2:00 PM M
57	11:00 AM  1:20 PM T
58	 7:30 PM  9:00 PM T
59	10:00 AM  1:00 PM T
60	 1:30 PM  4:30 PM T
61	 1:00 PM  2:00 PM W
62	 3:30 PM  5:00 PM F
63	 1:00 PM  2:00 PM T
64	 6:30 PM  8:30 PM MW
65	 2:00 PM  3:30 PM F
Rooms	67
DAL119	35
BYC127	30
TAYG	31
TAYE	23
BYC106	14
TAYD	28
TH121	12
PK25	47
PK100	43
TH224	48
EHLEC	35
DAL25	19
DAL2	29
RCSEM	8
TH223	10
RCCON	10
PK10	5
PK229	30
PK227	6
TH251	13
PK278	69
TAYC	17
TAYB	25
PK243	55
PK234	40
GOB	14
DAL300	28
TAYF	41
PK259	23
CARP25	18
CARP13	12
DAL212A	15
DAL10	11
BYC100	8
EHII	13
EHI	34
CARP17	10
CARP15	14
DAL1	11
TH110	57
CARP21	38
TH104	18
PK349	39
PK354	15
PK337	12
PK264	8
EHIII	15
PK336	45
TH102	23
DAL212E	2
PK338	58
BYC239	7
PK126	19
PK180	47
PK328	6
PK128	7
TAYSEM	12
DEDANCE	7
PK20	142
PK230	4
PK231	3
PEMSTD	11
SW8	5
ROSTUD	11
GOCOM	5
TH111	20
DAL6	9
Classes	264
001213	ANTH	300	
001248	ANTH	300	
012317	SPAN	100	
003277	EDUC	300	
007372	PSYC	200	
014112	LING	100	
005282	HIST	300	
008769	SPAN	100	
001161	ANTH	200	
002855	EMLY	000	
004274	GEOL	100	
003500	ENGL	200	
003572	ENGL	300	
010844	EDUC	200	
007125	POLS	300	
007127	POLS	300	
007887	RUSS	200	
005271	HIST	300	
005310	HIST	300	
007107	POLS	300	
013205	COML	200	
002367	CITY	100	
004009	FREN	000	LANG
001894	BIOL	300	
013192	BIOL	300	
001839	BIOL	200	
001898	BIOL	300	
006559	PHIL	300	
002164	CHEM	200	
011826	CHEM	200	
002878	CSTS	300	
012886	CSTS	300	
001836	BIOL	100	
002151	CHEM	100	
006846	PHYS	100	
002472	CITY	300	
004021	FREN	200	
014121	HIST	200	
002460	CITY	300	
002992	ECON	100	
003001	ECON	200	
008500	SOCL	300	
012325	SOCL	200	
014204	SOCL	100	
014099	BIOL	200	
008479	SOCL	300	
001844	BIOL	200	
005239	HIST	200	
007391	PSYC	300	
012895	PSYC	300	
008801	SPAN	200	
008824	SPAN	300	
010950	SPAN	300	
008485	SOCL	300	
008488	SOCL	300	
007026	POLS	200	
007070	POLS	300	
014201	ANTH	200	
014202	ANTH	200	
009342	PSYC	300	
012665	ECON	300	
013713	PSYC	300	
014117	ECON	300	
013170	ENGL	200	
014119	HIST	200	
014120	HIST	200	
003454	ENGL	200	
003552	ENGL	300	
001473	ARCH	300	
004739	GREK	200	
005845	LATN	000	LANG
009335	POLS	300	
002413	CITY	200	
014125	CSTS	100	
004014	FREN	100	
006023	MATH	100	
011865	GEOL	300	
013621	PHYS	100	
001847	BIOL	200	
006047	MATH	300	
001765	ARTW	200	
012730	ENGL	300	
004725	GNST	200	
006540	PHIL	200	
006573	PHIL	300	
006587	PHIL	300	
002571	CMSC	300	
004817	HART	200	
011230	CMSC	200	
011864	CHEM	300	
007381	PSYC	200	
001774	ARTW	300	
002463	CITY	300	
013203	ARCH	100	
014115	ARCH	100	
006059	MATH	300	
007010	POLS	100	
007043	POLS	200	
001763	ARTW	200	
001764	ARTW	200	
007904	RUSS	200	
007909	RUSS	300	
006042	MATH	300	
006044	MATH	300	
007877	RUSS	000	LANG
001845	BIOL	200	
014233	EAST	300	
009303	HIST	200	
002643	CNSE	200	
013924	EAST	200	
003524	ENGL	300	
014101	ENGL	200	
002998	ECON	100	
013185	SOCL	300	
014073	ANTH	300	
013204	CITY	100	
006038	MATH	200	
002562	CMSC	100	
013183	POLS	200	
009231	CITY	200	
001767	ARTW	200	
010961	EDUC	300	
001747	ARTT	100	
003014	ECON	200	
005742	ITAL	300	
013918	ITAL	200	
004282	GEOL	200	
010851	MATH	200	
002951	EAST	300	
003478	ENGL	200	
004013	FREN	000	
004839	HART	200	
004082	FREN	300	
002162	CHEM	200	
003019	ECON	200	
003546	ENGL	300	
004835	HART	200	
002428	CITY	300	
004297	GEOL	300	
004301	GEOL	300	
005286	HIST	300	
005212	HIST	200	
002173	CHEM	300	
004355	GERM	000	LANG
007374	PSYC	200	
007375	PSYC	200	
008812	SPAN	300	
001838	BIOL	100	
008778	SPAN	200	
002160	CHEM	200	
001457	ARCH	300	
004877	HART	300	
013782	HART	300	
008442	SOCL	200	
004844	HART	200	
001460	ARCH	300	
003007	ECON	200	
005119	HEBR	000	LANG
013184	PHIL	200	
009233	CITY	200	
012821	CITY	300	
001849	BIOL	300	
014131	POLS	300	
004388	GERM	300	
004288	GEOL	200	
011986	GREK	000	
003508	ENGL	300	
014126	HART	100	
012352	ARTD	200	
001448	ARCH	200	
006867	PHYS	300	
004852	HART	200	
007899	RUSS	200	
007008	POLS	100	
013712	PSYC	300	
003031	ECON	300	
012320	EAST	200	
003033	ECON	300	
005856	LATN	200	
004036	FREN	200	
002572	CMSC	300	
011219	CMSC	300	
006029	MATH	200	
003489	ENGL	200	
006500	PHIL	100	
008763	SPAN	000	LANG
006582	PHIL	300	
007080	POLS	300	
001562	ARTD	300	
001563	ARTD	300	
012353	ARTD	200	
008767	SPAN	000	LANG
001547	ARTD	100	
012354	ARTD	300	
014231	ARTD	200	
005284	HIST	300	
001190	ANTH	200	
006519	PHIL	200	
001185	ANTH	200	
008773	SPAN	200	
012731	HART	300	
001151	ANTH	100	
005722	ITAL	000	LANG
007364	PSYC	100	
002567	CMSC	200	
001204	ANTH	200	
006026	MATH	100	
012483	GNST	100	
014107	HART	300	
005847	LATN	000	
002657	COML	200	
013650	SOWK	300	
004803	HART	100	
013212	ARAB	000	
004011	FREN	000	
006508	PHIL	200	
002674	COML	200	
004280	GEOL	200	
012729	HART	300	
006557	PHIL	300	
005724	ITAL	100	
002653	COML	200	
013157	ITAL	100	
002394	CITY	200	
006854	PHYS	200	
006865	PHYS	300	
014103	RUSS	100	
002364	CITY	100	
002383	CITY	200	
004379	GERM	200	
001753	ARTT	200	
014118	HIST	100	
012890	COML	300	
003447	ENGL	200	
014331	HIST	200	
001761	ARTT	300	
007881	RUSS	100	
011198	ARTT	300	
002637	CNSE	100	
013613	ECON	200	
002381	CITY	200	
004666	GNST	100	
006024	MATH	100	
014113	CNSE	000	
012770	CITY	100	
001156	ANTH	100	
004065	FREN	300	
004020	FREN	200	
001751	ARTT	200	
001878	BIOL	300	
004359	GERM	100	
008774	SPAN	200	
004369	GERM	200	
009262	EAST	100	
014227	ITAL	000	LANG
012771	SOCL	100	
006506	PHIL	200	
013925	HIST	200	
012355	ARTD	300	
014139	CSTS	200	
002404	CITY	200	
003407	ENGL	100	
013211	CHEM	100	
011861	HIST	100	
Teachers	164
0031471	001213
0031388	001248 001161 001151
3554385	012317 008763
1061861	003277
0603646	007372
3452853	014112
0493856	005282 005239 005286
0428728	008769 008763
0031399	002855 006573
3092832	004274 004297
0802802	004274 011865
3194193	003500 012730 004852 012729
0897399	003572 002855
3194197	008769 008801 008774
0824088	010844
0162976	007125 007127 007010
0470839	007887 007881 002855
1137952	005271 005310
0031568	007107 002460
3426520	013205 012483
0493725	002367 002472 001156
0492451	002855 010961
3442425	004009 004036 004011
3483424	001894 001847
3459335	013192
0898918	001839 001836
0168763	001898 001838
0031478	006559 006519 006508
0180723	002164 011826
3470325	002878 005845
1084458	012886 011986 012890
3452118	001836
1037239	002151 011864
0162987	002151 013211
0031347	006846
3427120	006846 013621
0854975	004021 004082
3555101	014121
3646856	002992
3473854	003001 014117 003007 002383
0132890	008500 013185
3420576	012325 014204
0409956	014099 002855
0893542	008479 014131
0899465	008769 008767
3577231	001844
0031631	007391 013713
0428011	012895
0031572	008824 008778
1168489	010950 008773
0031553	008485 008488
3198619	007026 013183 013184
0316015	007070 007008
3647209	014201 014202 005212 014331
0031522	009342 009335
3332662	012665 003014
3092941	013170
3555100	014119 014118 014139
3461286	014120 005310
3393009	003454 014101
0897706	003552 002855
0031632	001473
3648855	004009
0004955	004739 002855
3452082	002413 004839 002428
3555417	014125 014115 001457 014126
0031578	004014 004013
0031454	006023 006038 002567
3646603	006047
3473979	001765
0058557	004725 002855
3554648	006540 006500
0777265	006587
0564741	002571 011230 006582
0031473	004817 002381
0031611	007381 007364 002855
3474420	001774 001763
0031373	002463 004877 005284 004803
3098022	013203 013204 001460
0207327	006059 010731 006024
3481299	007043
1165592	001764 002855
0431946	007904 007909 003478
0409737	006042 010731
0431634	006044
0031386	007877 007899
3646542	001845 004288 001185 004280
3555097	014233 013924 009262 013925 011861
0029475	009303 009233
3421211	002643 002951 012320
3647384	003524 003489
0492580	002998 003033 002364 013613
3447549	014073 001204
3685718	004009
1168490	002562 011219 001878
0697660	009231
3474008	001767
0416447	001747 001753
3556752	005742 005722
3392421	013918 005724
1165566	004282 004301
0213446	010851 006029
0168378	002162
0375562	003019 002992 003031 002404
3554810	003546 014107 002855
0032827	004835 012731
3461209	006846
1083806	002173
0847593	004355 004359 002855
0987494	007374
3474098	007375 013712
0576472	008812 008769
0004950	002160
3557107	013782
0554585	006059
3646854	008442 012770 012771
3470402	006023 006026
3647219	004844
3400071	005119
0910179	012821 002855
0123161	001849
0989327	004388 004379
0024092	003508 002855
3577930	012352
0853792	001448
3646602	006867 006854
3209393	001836
0910346	012733
3460456	004013 004009 004014
3647094	005856 005847
3393847	002572
0031573	007080 006557 002855
3436970	001562 012353
0031756	001563 001562 002855
1054236	001547
0492321	012354
1168214	014231
3556528	001190
3648007	005722 013157 014227
0031332	005744
0138190	002657 002653 004369 006506
0032205	013650
3648217	013212
0468281	002674 014103
0020988	002394
1167884	006865
0031359	003447 002855
0357848	001761
0254474	011198 001751
0827051	002637 014113
0775640	004666
0215359	004011
3646540	004065 004020
0129398	001562
0428815	002151 013211
1167851	002855
0683480	012355
0348369	002855
3318436	002855
1061058	002855
3570476	002855
1167978	002855
3478658	003407
0031582	002855
