Class Times	71
0032827	004874 004806
0053518	014381
0123161	001860
3839985	001766
0916272	006555 006534
0031399	006588
0031526	006045 006054
3393847	002569 002562
0493855	005247 005196 014138
3474420	001774 001763
3764403	004738 011987
3646621	001164 001165
3102267	006862 006851
0695890	003270 015242
3194193	004852 003500
0493725	002397 001182 002464 013645 008450 013342
3839983	015239 002409 002465 015308
0031578	004072
3899727	015250 011075
3442425	004012 004016 004010
3092832	004281
0853792	012494 001443 005198 012503
0989327	004360 004362
3470402	006024 006031
0470839	007882 007878 007926 015247
3764437	004012
3898367	008420 008439 011307
1000086	001764
0897706	009296 003552 009270
3896858	008778 008769 008773
0576472	008811 012303 008825
3839981	015245 002398
0020988	002396
0058557	003412 013167
0031619	012107
0493856	009304 005282 005210
0897399	010949 011050
3443571	003454 003565
3646542	004275
0132890	013185
0031359	003440
1168490	010842 013915
0213446	006034 006031
3648217	013213
0031582	002875 005846 005162
3555097	012765
3461209	015000 014996 010860
0622960	001750
0827051	014114 015013
0826964	007370
3819183	005258 005176
3198619	007006
0492580	003033 013647
0031632	013160 013161 013162
3691394	003001 003005
0409737	015251 011223 010851
0020093	001429 001424 012099
3460456	004036 004015 004010
0031478	006519 006559 006553 002663
3898276	015163
3813957	002562
0031347	015001 014997
3818519	006860
3896859	001747 001752
0777265	006504 006518
0910346	012734
0467822	009263 012837
3400071	005120
1167851	003406
3571236	010968 013925 013924
1061861	003275 003279 002420 008470
0821481	007923
0219846	015014 015015
0028980	007007
0605187	013636 013648
3556752	005734 005741
0129398	001552 012352 001562
3900232	005137 005224
0032205	015260
0020038	003406
3784569	003406
0705542	001562
0845898	003407
3817691	004010
3686172	004010
3431836	015015 015014
0599596	003465 003450
3478855	001562
0912484	001751 011198
0683480	012353
0031332	012355
