Class Times	79
71	 2:30 PM  4:00 PM F
72	 1:00 PM  2:30 PM F
73	 1:00 PM  3:00 PM F
74	 3:30 PM  5:00 PM F
75	 5:30 PM  7:00 PM MW
76	 8:00 PM 10:00 PM W
77	11:00 AM  1:20 PM W
78	 7:00 PM  8:30 PM TTH
79	 4:00 PM  5:30 PM MTH
Rooms	70
TAYE	30
PEMSTD	15
GOB	16
TH118	14
DAL6	23
CARP21	55
BYC239	15
PK264	10
EHI	17
EHLEC	31
TAYC	18
DAL300	27
BYC127	28
PK337	19
PK127	11
PK338	49
CARP15	12
PK25	21
DAL2	22
PK227	12
ROSTUD	11
TAYF	28
DAL119	72
TAYG	35
CARP25	22
DAL212A	16
TAYSEM	5
PK354	18
PK278	70
PK229	31
DAL10	15
TAYB	19
RCSEM	13
PK180	46
PK179	46
TH104	46
TH102	16
PK243	52
PK234	50
EHII	23
CARP17	24
CARP13	8
TH111	12
PK349	75
PK336	25
EHIII	13
DAL1	22
BYC106	13
PK328	23
TAYD	28
DAL212E	11
TH251	11
PK200	12
PK126	13
TH224	39
DAL315	50
RCCON	13
PK259	26
DAL25	23
TH116	21
PK20	192
TH129	20
SW8	2
GOCOM	14
PK10	12
SW221	5
CAN315	15
TH223	4
PK100	34
TH110	18
Classes	293
004014	FREN	100	
012354	ARTD	300	
012355	ARTD	300	
015450	ARTD	300	
004082	FREN	300	
007127	POLS	300	
007381	PSYC	200	
015243	PSYC	300	
002174	CHEM	300	
001765	ARTW	200	
003572	ENGL	300	
005197	HIST	200	
009362	SOCL	200	
014551	EDUC	200	
002568	CMSC	200	
011963	BIOL	300	
013712	PSYC	300	
006026	MATH	100	
004877	HART	300	
004888	HART	300	
001770	ARTW	300	
001185	ANTH	200	
001248	ANTH	300	
013921	BIOL	200	
002394	CITY	200	
002409	CITY	200	
002413	CITY	200	
002472	CITY	300	
005310	HIST	300	
005728	ITAL	200	
007026	POLS	200	
004383	GERM	200	
012665	ECON	300	
002162	CHEM	200	
002164	CHEM	200	
011826	CHEM	200	
006557	PHIL	300	
004355	GERM	000	LANG
007899	RUSS	200	
012284	RUSS	300	
001839	BIOL	200	
002160	CHEM	200	
015454	ENGL	300	
002182	CHEM	300	
003427	ENGL	200	
006044	MATH	300	
004869	HART	300	
015469	ENGL	200	
008500	SOCL	300	
008786	SPAN	200	
011322	SOCL	300	
013620	HIST	100	
002456	CITY	300	
004803	HART	100	
010314	PHYS	100	
002635	CNSE	000	
003474	ENGL	300	
012730	ENGL	300	
014534	PSYC	200	
015115	PSYC	300	
001473	ARCH	300	
015416	SPAN	300	
003485	ENGL	200	
013274	ENGL	300	
013643	CSTS	200	
007380	PSYC	200	
006042	MATH	300	
014550	EDUC	200	
002567	CMSC	200	
008420	SOCL	100	
008479	SOCL	300	
001771	ARTW	300	
003433	ENGL	200	
013168	ENGL	300	
014563	ANTH	200	
006846	PHYS	100	
008468	SOCL	200	
007372	PSYC	200	
001465	ARCH	300	
013212	ARAB	000	
004304	ENVS	300	
002433	CITY	300	
006879	PHYS	300	
006059	MATH	300	
006587	PHIL	300	
003004	ECON	200	
002463	CITY	300	
011191	SOCL	300	
008824	SPAN	300	
006863	PHYS	300	
004022	FREN	200	
011865	GEOL	300	
007887	RUSS	200	
015446	HIST	200	
013192	BIOL	300	
013658	CMSC	300	
010968	EAST	300	
005284	HIST	300	
004279	GEOL	200	
008773	SPAN	200	
003454	ENGL	200	
010731	MATH	300	
014543	ARCH	100	
015419	ARCH	100	
006029	MATH	200	
008770	SPAN	100	
013185	SOCL	300	
007377	PSYC	200	
011321	POLS	300	
006854	PHYS	200	
001151	ANTH	100	
002562	CMSC	100	
007877	RUSS	000	LANG
004065	FREN	300	
006035	MATH	200	
002992	ECON	100	
011045	ANTH	200	
005845	LATN	000	LANG
014135	HIST	200	
004280	GEOL	200	
011861	HIST	100	
008447	SOCL	200	
008763	SPAN	000	LANG
007368	PSYC	100	
001156	ANTH	100	
001755	ARTT	200	
015116	POLS	200	
004835	HART	200	
011044	SOCL	200	
013614	ECON	200	
005263	HIST	300	
012729	HART	300	
006565	PHIL	300	
004274	GEOL	100	
006023	MATH	100	
003467	ENGL	200	
009386	ANTH	200	
001768	ARTW	200	
008769	SPAN	100	
001767	ARTW	200	
008774	SPAN	200	
006050	MATH	300	
001840	BIOL	200	
002151	CHEM	100	
005180	HIST	200	
005724	ITAL	100	
014567	BIOL	100	
014569	BIOL	100	
002872	CSTS	200	
013644	COML	200	
002367	CITY	100	
015246	PSYC	200	
007006	POLS	100	
015012	CNSE	000	
006024	MATH	100	
001763	ARTW	200	
002153	CHEM	100	
005847	LATN	100	
015433	HART	100	
004013	FREN	000	
001423	ARCH	100	
008764	SPAN	000	LANG
011076	PSYC	200	
004735	GREK	100	
007900	RUSS	200	
014128	HART	200	
005159	HIST	200	
007881	RUSS	100	
002564	CMSC	200	
008800	SPAN	200	
004009	FREN	000	LANG
006518	PHIL	200	
006525	PHIL	200	
009262	EAST	100	
001844	BIOL	200	
005722	ITAL	000	LANG
005121	HEBR	100	
014755	SOWK	300	
003019	ECON	200	
007125	POLS	300	
012733	RUSS	300	
011862	HIST	300	
006509	PHIL	200	
013636	ECON	200	
015113	PSYC	100	
007391	PSYC	300	
004377	GERM	200	
001749	ARTT	200	
013615	ECON	300	
015422	SOCL	200	
003493	ENGL	200	
002572	CMSC	300	
004011	FREN	000	
001845	BIOL	200	
011035	LING	100	
013216	ENGL	200	
004739	GREK	200	
005168	HIST	200	
001430	ARCH	200	
002712	COML	300	
004292	GEOL	300	
001453	ARCH	300	
015420	POLS	200	
015135	BIOL	200	
014113	CNSE	000	
014441	GNST	200	
011964	PSYC	300	
003447	ENGL	200	
002676	COML	200	
002686	COML	200	
013650	SOWK	300	
014990	ENVS	100	
005258	HIST	300	
015421	EDUC	200	
001547	ARTD	100	
012320	EAST	200	
015412	ITAL	300	
015414	CHEM	200	
004036	FREN	200	
011064	HIST	200	
002469	CITY	300	
003006	ECON	200	
011063	POLS	200	
007395	PSYC	300	
005211	HIST	200	
006542	PHIL	200	
011986	GREK	000	
014127	CSTS	200	
004839	HART	200	
015501	CITY	200	
015423	GNST	200	
015424	EDUC	200	
015425	ENGL	200	
014629	POLS	300	
015444	INST	300	
004066	FREN	300	
015432	ARTD	100	
014627	POLS	200	
006865	PHYS	300	
004359	GERM	100	
008803	SPAN	200	
005735	ITAL	200	
014116	ARCH	200	
001753	ARTT	200	
007010	POLS	200	
015453	CMSC	200	
009263	EAST	200	
007043	POLS	200	
002388	CITY	200	
011065	HEBR	200	
014548	CHEM	100	
011341	FREN	000	LANG
015014	ARTD	100	
002855	EMLY	000	
012034	ANTH	200	
011313	HART	200	
006038	MATH	200	
001562	ARTD	300	
015540	ENGL	100	
011529	ENGL	200	
003407	ENGL	100	
007034	POLS	200	
015512	ANTH	200	
004874	HART	300	
012837	HART	200	
011343	CITY	200	
003033	ECON	300	
015452	CMSC	200	
005247	HIST	300	
015510	ANTH	300	
015509	ANTH	200	
014231	ARTD	200	
004666	GNST	100	
006559	PHIL	300	
001232	ANTH	300	
003480	ENGL	200	
012352	ARTD	200	
015468	SOWK	300	
006586	PHIL	300	
004288	GEOL	200	
005205	HIST	200	
013005	COML	200	
015505	EAST	300	
004866	HART	300	
011530	HART	200	
015417	HIST	300	
012353	ARTD	200	
015440	ARTT	100	
015623	GEOL	200	
002442	CITY	300	
002404	CITY	200	
015545	CITY	200	
011300	HART	200	
Teachers	175
0031756	001559 001563 015014 002855
3996718	004014 004066 011341
0492321	012354
3817289	012355
1083671	015450 015451
1167978	004082 004011 002855
3198619	007127 007026 007006
0031611	007381
0031631	015243 014534 007391
3926209	002174 002160 002186
1083806	002186 002160
3927849	001765 001755
0024092	003572 003485
1020104	005197 013620
0031619	009362 008500 008479
0492451	014551 002855
1168490	002568 015453 015452
0409956	011963 011964 002855
0851717	013712
0213446	006026 006029
0031373	004877 004803 002463 005284
0032827	004888 004835
3688148	001770
0123161	001185 001845 004288
0135660	001248 014563
3483424	013921 005168 002855
0020988	002394
3448653	002409 014990 005205
1051497	002413 002469 004839
3208421	002472 001156 002367
0493856	005310 005211
3648007	005728 005722
3451416	004383 015469 004377
3332662	012665 002992
0168378	002162 002151
0180723	002164 011826 002186
0031573	006557 006525 007034
0847593	004355 004359 002855
0821481	007899
0031386	012284 007877
0898918	001839 014569
0301910	002160
0058557	015454 015425 002855
0428815	002182 002186
3818518	003427 008786 002855
0207327	006044 010731
0053518	004869
0028980	011322 011321 015422 015420 015421
3839983	002456 001232 015505
0402773	010314 006846
3393853	002635
3318436	003474 013216 002855
3554810	012730 012729 002855
0820103	015115 015246 015113
3555417	001473 014128 001453 014127 014116
3194197	015416 008773 002855 015417
3443571	013274 003467 013005
3470325	013643 013644 011986
0987494	007380
0031526	006042 006024 010731
0695890	014550 015424
3393847	002567 013658 006038
0125630	008420 008500
1061058	001771 002855
0995587	003433 002855
0031359	013168 003447
3461209	006846 006865
3839981	008468 015116 002388
0603646	007372
3098022	001465 014543 015419 002442
3996564	013212
0492580	004304 003006 003033
0697660	002433
1167884	006879
0409737	006059 006035 010731
0031478	006587 006559
3473854	003004 002992 013615
3213249	011191 011045 011044 011343
0554585	006042 006050 010731
0031572	008824 008774 008800 002676
0031347	006863
0854975	004022 004065
3818521	011865 004279
0772775	007887 012733
3819183	015446 005180 005258
3459335	013192
3995790	010968 011861 009262 011862 012320
0599596	003454 003480
3818520	006059
3460008	011198 001749 001751
3470402	006029 006023
3554385	008770 008764 008769
3420576	013185
0031522	007377
0750235	006854
0031388	001151 009386
0673281	001151 012034
3792642	002562 002564
3212821	005845
0493855	014135 005247
0949010	004280
0132890	008447
0899465	008763
0162977	007368 007395
0375562	013614 003019 002404
3898278	005263
0031399	006565 002855
3092832	004274 004292
3839982	006023 006035
3474420	001768 001763 002855
3996170	008769 008803 002855
3474008	001767
0056992	001840 014567
3415849	002151 015414
0162987	002151
3813957	002562
3392421	005724 015412 005744
0969029	014567 014569
1084458	002872 004735 005159 004739 002879
0827051	015012 014113
3996107	008770
1167863	002153 002186 014548
0031582	005847 004866
0321808	015433
3460456	004013 004036 011341
0853792	001423
0826964	011076
0470839	007900 007881 002855
1166368	004009 004013
1021242	006518 006586
3926311	001844
3400071	005121
3648110	014755
0162976	007125 015444
3451414	006509
0605187	013636 015545
0138190	003493 002712 002686 006542
0564741	002572 002855
3998660	011035
0020093	001430 011300
3899727	015135
3786642	014441
0004950	002186
0032205	013650
3195964	007006 011064 011063 011065
1054236	001547 015440
3996454	015501
3430434	015423
3575049	014629 014627 007010
0129398	015432 001562
3556752	005735
3896859	001753
0467822	009263 012837
3481299	007043
3442425	004011 004009
0802802	002855
3784569	002855
0897399	002855
1167851	002855
3555100	002855
3764403	002855
3688153	002855
0254474	002855
3898276	015163
0247216	011313 004874
3478658	015540 003407
3996795	011529 011530
3996563	015512 015510 015509
1168214	014231
0775640	004666
3577930	012352
3995764	015468
0554581	001562
0683480	012353
1165566	015623
