Class Times	77
010851	MATH	200	
015500	EDUC	200	
011342	FREN	000	LANG
002153	CHEM	100	
007374	PSYC	200	
015407	HIST	200	
002876	CSTS	200	
009225	ARTW	100	
015114	PSYC	200	
002992	ECON	100	
004010	FREN	000	LANG
004806	HART	100	
006024	MATH	100	
015540	ENGL	100	
002562	CMSC	100	
008778	SPAN	200	
001757	ARTT	300	
006060	MATH	300	
006847	PHYS	100	
010943	MATH	300	
010977	EDUC	300	
012326	SOCL	200	
003464	ENGL	200	
003525	ENGL	300	
015455	PHYS	300	
001763	ARTW	200	
014122	HIST	200	
002163	CHEM	200	
002166	CHEM	200	
011827	CHEM	200	
005293	HIST	300	
002636	CNSE	000	
004023	FREN	200	
007378	PSYC	200	
005257	HIST	300	
006880	PHYS	300	
015260	SOWK	300	
014114	CNSE	000	
001847	BIOL	200	
015250	BIOL	300	
009273	ENGL	300	
015408	ENGL	200	
014987	HIST	100	
014865	PSYC	100	
015661	EAST	300	
001871	BIOL	300	
015449	PHYS	100	
012819	POLS	300	
006043	MATH	300	
007006	POLS	100	
014100	RUSS	200	
004065	FREN	300	
008810	SPAN	300	
012339	POLS	200	
007926	RUSS	300	
012734	RUSS	300	
006868	PHYS	300	
001760	ARTT	300	
004393	GERM	300	
015413	HIST	200	
015677	FREN	200	
003275	EDUC	200	
008469	SOCL	200	
012822	SOCL	300	
007070	POLS	300	
011312	SOCL	300	
015511	ANTH	300	
007888	RUSS	200	
007040	POLS	200	
012355	ARTD	300	
013193	BIOL	300	
013627	BIOL	200	
015418	ANTH	300	
003270	EDUC	200	
015669	POLS	300	
005141	HIST	100	
008773	SPAN	200	
003454	ENGL	200	
004293	GEOL	300	
005743	ITAL	300	
004275	GEOL	100	
002572	CMSC	300	
013174	ENGL	300	
014120	HIST	200	
004282	GEOL	200	
002564	CMSC	200	
011305	ARTW	200	
007882	RUSS	100	
001752	ARTT	200	
007403	PSYC	300	
006041	MATH	200	
003014	ECON	200	
010944	PHIL	300	
002161	CHEM	200	
006508	PHIL	200	
015244	FREN	200	
001774	ARTW	300	
003004	ECON	200	
011075	BIOL	200	
002393	CITY	200	
009240	COML	200	
006500	PHIL	100	
015667	HIST	100	
011536	EAST	200	
001881	BIOL	300	
002569	CMSC	200	
010724	CMSC	300	
015672	ARTT	200	
015673	ARTT	200	
007923	RUSS	300	
002362	CITY	100	
003001	ECON	200	
009232	CITY	200	
015113	PSYC	100	
013207	HIST	200	
003406	ENGL	100	
013190	HIST	100	
006851	PHYS	100	
012304	SPAN	300	
001764	ARTW	200	
004810	HART	100	
011987	GREK	000	
001424	ARCH	100	
007028	POLS	200	
012818	CITY	200	
007368	PSYC	100	
010872	ARCH	200	
012487	POLS	200	
001552	ARTD	200	
012354	ARTD	300	
013185	SOCL	300	
013640	POLS	300	
002438	CITY	300	
012437	PSYC	300	
001894	BIOL	300	
006588	PHIL	300	
012730	ENGL	300	
002412	CITY	200	
008774	SPAN	200	
003034	ECON	300	
008782	SPAN	200	
004889	HART	300	
011187	HART	300	
005263	HIST	300	
012352	ARTD	200	
005218	HIST	200	
013180	ENGL	200	
005853	LATN	200	
006523	PHIL	200	
014180	ENGL	300	
015245	SOCL	200	
013998	PSYC	300	
013997	POLS	300	
006504	PHIL	100	
004379	GERM	200	
014124	CSTS	200	
005734	ITAL	200	
007878	RUSS	000	LANG
012353	ARTD	200	
014982	SPAN	100	
015507	ANTH	200	
015508	ANTH	300	
015013	CNSE	000	
003456	ENGL	200	
004012	FREN	000	
001747	ARTT	100	
014123	ARCH	200	
004360	GERM	100	
003421	ENGL	200	
002390	CITY	200	
013213	ARAB	000	
003007	ECON	200	
011535	ANTH	200	
012821	CITY	300	
015501	CITY	200	
009342	PSYC	300	
009335	POLS	300	
014866	PSYC	100	
002874	CSTS	200	
005864	LATN	300	
009270	ENGL	200	
008769	SPAN	100	
004362	GERM	200	
014140	SOCL	200	
002420	CITY	200	
006860	PHYS	200	
006874	PHYS	300	
003008	ECON	200	
013648	SOWK	300	
003448	ENGL	200	
002151	CHEM	100	
013146	ECON	300	
014628	POLS	200	
015681	ENGL	200	
015682	ARTT	200	
002698	COML	300	
015660	BIOL	300	
003029	ECON	300	
012292	ARCH	200	
007051	POLS	200	
005122	HEBR	100	
015496	ENGL	200	
015670	POLS	200	
001843	BIOL	200	
013641	SOCL	300	
013915	CMSC	300	
004281	GEOL	200	
012729	HART	300	
002653	COML	200	
007370	PSYC	200	
001457	ARCH	300	
007032	POLS	200	
004356	GERM	000	LANG
011307	SOCL	200	
002397	CITY	200	
004832	HART	200	
006539	PHIL	200	
014969	CITY	300	
003002	ECON	200	
014207	HART	300	
015133	SOCL	300	
002175	CHEM	300	
001891	BIOL	300	
004306	GEOL	300	
011865	GEOL	300	
015410	POLS	300	
012294	GEOL	200	
009231	CITY	200	
005725	ITAL	100	
015668	HART	300	
005228	HIST	200	
012293	ANTH	200	
015650	ARTD	300	
009299	HART	300	
001546	ARTD	100	
013210	LATN	100	
002671	COML	200	
002398	CITY	200	
014652	GEOL	100	
015659	ANTH	200	
005271	HIST	300	
013147	POLS	300	
007076	POLS	300	
002396	CITY	200	
011037	POLS	300	
009296	HART	200	
011864	CHEM	300	
008470	SOCL	200	
005161	HIST	200	
001563	ARTD	300	
007407	PSYC	300	
001474	ARCH	300	
004740	GREK	200	
015248	GNST	300	
009286	GERM	200	
003031	ECON	300	
015445	INST	300	
005252	HIST	300	
015430	CSTS	200	
009213	ANTH	200	
003522	ENGL	300	
015239	CITY	200	
004838	HART	200	
015655	ARTD	100	
001448	ARCH	200	
006019	MATH	000	
015656	ARTD	100	
011198	ARTT	300	
002383	CITY	200	
001562	ARTD	300	
013654	ENGL	300	
011534	SOCL	200	
002932	EAST	200	
002376	CITY	200	
002384	CITY	200	
001182	ANTH	200	
010966	GNST	100	
015678	GNST	200	
015663	ECON	200	
012820	HIST	300	
015651	ARTD	300	
009513	BIOL	300	
014141	ARCH	300	
011315	ANTH	200	
015411	PHIL	300	
015014	ARTD	100	
001751	ARTT	200	
015448	PHYS	100	
009242	COML	300	
015409	COML	300	
Teachers	181
0995587	013176 015681
0213446	006026 006034
3648007	005723 005725
3577228	001213 001249 001152
3996563	015513 001152 015511
3995790	002929 015661
3326005	004807
1165566	004276 004282 002362
0207327	006045 011223 010943
3176705	005846
0409956	014570 001899 012291
3900232	015666 015667
0492580	013613 003002 013647
3392421	005739 005743 005745
1051497	015674 002368 004810
0431946	015675 014100
0851717	015676
0162976	007128 007006 007040 015445
0031578	004048 004015
3208421	015106 009232
0024092	015406 003573 003421 015410 015411
0987494	007393 007374
1137952	009304 013190 005271
3998659	001766
0820103	007375 015114 015113
3318436	015665 003456
0031478	006546 006508 006588 009513
0247216	015679
3839982	006031 006024
3420576	008484 012326 012339 008469
3442425	004016 004010 004012
3926311	014571 015660
3996170	008770
0899465	008764 014982
0409737	010851 011223 006060
0695890	015500 010977 003275 002420 008470
3460456	011342 015677
0168378	002153 002175 002187
3443571	015407 015408 003454
1084458	002876
1061058	009225 003406
0375562	002992 003031
0032827	004806 009273 011187 009242
3470402	006024 006031
3996718	011342 004023
3478658	015540 015678
0564741	002562 013915
3194197	008778 008825
3460008	001757 015682
0554585	006060 006043 011223
0031347	006847 006880
0402773	006847 015449 006868 006851 015448
0599596	003464 014180
3818518	003525 013180
0162987	002153
1167884	015455 006851
4087850	001763
3555100	014122 014124 014123
3415849	002163
0428815	002166 002186 002151 002187
3926209	011827 002187
1020104	005293 014987 005218
3393853	002636
0162977	007378 007407
3819183	005257 014120
0032205	015260
0827051	014114 015013
3483424	001847 001894
3899727	015250 011075
0031522	014865 009342 009335 014866
1167863	001871 002153 002186
3195964	012819 012820
0854975	004065 004012 002698
0576472	008810 008782 002653
0470839	007926 007882 007878
0772775	012734 007888
0254474	001760 011198 013654 001751
0138190	004393 009240 009286 009213
0493855	015413 005263
3448653	012822 012818 012821 014969 005228
1083806	002187
0316015	007070 007028 002390
0125630	011312
0683480	012355
0898918	013193
3459335	013627 001891
0135660	015418
0492451	003270
0804281	015669 015670
0493856	005141 013207
3996107	008773 008770
3818521	004293 004306
0949010	004275 014652
3792642	002572 002569
0897706	013174 003454
1168490	002564 010724
0029059	011305
3896859	001752 001747
0031611	007403 007368
3818520	006041
3332662	003014 002393
0777265	010944 012487 006539 011037
0301910	002161
3445664	002161
0969029	014570 014571
1167978	015244 002713
3474420	001774
4086857	003004 015663
0031399	006500
3213249	011536 011535 011307 011534 011315
0056992	001881 001843
3999282	015672 015673
0821481	007923
3473854	003001 003007 003008 002383 002376 002384
1167851	003406
3784569	003406
0031572	012304 008774
1000086	001764
3764403	011987 004740 015430
0020093	001424 001474
3098022	010872 012292 012294 012293
0129398	001552 012352 001563 015655
0031756	012354 015650 001546 001559
0132890	013185
0893542	013640 013641
0321808	002438 009299 005252
0825571	012437
3996795	012730 012729
0697660	002412 009231 004838
4019282	003034 003029
0348369	004889
3470325	005853
0031573	006523 007032 015409
3839981	015245 002398
0999321	013998
3575049	013997 014628
3576907	005846
1021242	006504
3451416	004379 004360 004362 015496 002671
3556752	005734
3431836	012353
0673281	015507 015508
3996564	013213
1168592	015501
0031582	002874 013210 005161
3212821	005864
3554810	009270 014207 009296 003522
3554385	008769 008764
0031336	014140 007051
3461209	006860
3818519	006874
0605187	013648
0031359	003448
0031568	013146 013147 007076
3400071	005122
1061861	003279
3092832	004281 011865
3393847	002572
0826964	007370
3555417	001457
0847593	004356 004397
3839983	002397 015239 002932 001182
0053518	004832
0031526	011223
3898367	015133
3910189	015668
0031332	005874 002879
3764418	015659
0020988	002396
0180723	002187 011864 002186
3786642	015248
0004950	002187
0853792	001448 014141
0368960	006019
3817289	015656 015014
4089710	004010
4089712	001562
0775640	010966
3320456	003406
3478855	015651
3898276	015163
