Class Times	63
1167978	010957 004023 002855
0031403	001444 002856
0056990	005202 004377 002855
0215359	004009 004011
0826964	011076
0168378	002855 002152
3208421	002399
3194524	011031
0162976	007125 007127 007010
0024218	001473
3195964	011066 011063 011064
0897399	002855
3197633	004665 005190
3196642	009263 009262
0899465	008763 008774
3213250	011035
0031392	002658 005737 005724
0031553	008485 008488 008420
0531931	004882 002469
0031557	001862 001864
1167863	002182
0492451	010961 002856
0695890	003275 002420 002855
3209307	006029
0431946	011058 007887
0027799	001763
3094620	005243
0129398	001562
1168489	010947 008765 008773
3198088	001751 002855
0163316	004013 004009
1051448	003407
3213249	011045 011044
0431786	008767 008765
0493725	002472 002367
0031388	001176 001151
0912672	010971
0854975	004065 004014
0031384	006059
0123161	001845 001894 001185
0031386	007920 007877
0031621	006502 006038 002567
1167851	011079 002855
0897706	003573 002855
0416447	001752 001747
0984701	005724 005722
1167856	002562 002569
0603613	002855
0017611	004278
0031543	005744 005727 002856 005722
0814748	001892 001841
0490454	004359 004355
1084458	004733 004739
1168490	002568 002564
0995587	003454
0004955	002869 004735 002878
0409737	006042 006029
0431634	006044
0031631	007375
0031632	004854 002429
0301909	006023
0024092	003422 002855
1083868	002992 009266
0619470	006059 010851
0207327	006054
1165592	001764 009225
3092667	004807
3202080	001839
0020093	002863
0125630	008467
0309967	001168 001151
0986606	002162
0824244	006865 006860
0024663	010956
0564741	002571 002856
0827051	002637
3208212	001749
3198619	011056 011055 007026
1063828	011075 001856
0032827	004888 004806
0135660	001166
0138190	004369 002657 002671 004397 006506 004379
0775640	004666
0031522	007387 007377
3094084	010935
0468281	002712
0492580	003029 003006
1165566	001897 004282 001247
0316015	007008 007113 008495
0031577	004280 004288
0031611	007364
3212821	005847
0031619	008500 008479
0765372	002643 002635
0020988	002394
0127086	009322 006508 006500
0031756	001561 001560 001559 002855
0031454	006024 006029
0031359	003447 002855
3092941	010725 010960
0031353	003484 003531 002424 002682
1168243	002855
0375562	003009 003027 003031
3098022	010932 010934 001423
0406445	001183
1083806	002173 002151
0031335	002855
0031582	005845 005856 005852
0987494	007380
0750235	006864
0367446	007905 007881 007897
0470544	002151 002149
0213446	006023 006026
3207943	002413 002464 004839
1167813	002855
0254474	001758
3195619	003008 002992
0031578	004017 004013
1062534	002855
3090017	005248 002856
3194739	011027
3092832	004274
1075274	006525 007034 007124
0031347	006848 006863
0056992	001843
1054236	001547
3198623	006500 006550
3099830	001769
0168763	001838 002855
0030564	004009 004036 004011
0554585	006042
1167884	006846
0493855	005156 005199 005247
0493856	009304 005141
0031373	004827 002453 004868
0058557	010953 002855
0603646	007397 007372 007395
0222805	003007 003034
0576472	008782 008810
0031573	002855 006562 007087
0031478	006519
0031477	003511 002855
0555033	005868
0031471	001213 001248
1084371	009270 009296 002855
3194193	004873 004852
0428728	008765 008763
3194197	011046 008765
