Class Times	65
014218	SOCL	200	
001840	BIOL	200	
003432	ENGL	200	
003004	ECON	200	
003453	ENGL	200	
001242	ANTH	300	
001247	ANTH	300	
007377	PSYC	200	
007403	PSYC	300	
008429	SOCL	200	
014135	HIST	200	
012303	SPAN	200	
014212	PHYS	100	
006509	PHIL	200	
013147	POLS	300	
014230	PHIL	200	
004017	FREN	200	
005247	HIST	300	
014134	HIST	300	
003520	ENGL	300	
004276	GEOL	100	
001474	ARCH	300	
005846	LATN	000	LANG
013171	ENGL	300	
013636	ECON	200	
001770	ARTW	300	
003441	ENGL	200	
001896	BIOL	300	
006851	PHYS	100	
011865	GEOL	300	
001899	BIOL	300	
006031	MATH	200	
003454	ENGL	200	
003460	ENGL	200	
005157	HIST	200	
001897	BIOL	300	
013635	EAST	200	
014100	RUSS	200	
006555	PHIL	300	
006588	PHIL	300	
014383	EDUC	200	
011209	CMSC	200	
014133	POLS	200	
001749	ARTT	200	
001152	ANTH	100	
011962	EDUC	200	
012350	SPAN	100	
012763	MATH	200	
012735	SOCL	200	
007926	RUSS	300	
006043	MATH	300	
006060	MATH	300	
007878	RUSS	000	LANG
001168	ANTH	200	
011190	BIOL	200	
001852	BIOL	300	
003465	ENGL	200	
001892	BIOL	300	
011308	CHEM	100	
002386	CITY	200	
014141	ARCH	300	
004275	GEOL	100	
007051	POLS	200	
011237	POLS	300	
014442	ANTH	200	
003491	ENGL	200	
001768	ARTW	200	
010977	EDUC	300	
005727	ITAL	200	
014205	ARTT	200	
003446	ENGL	200	
013614	ECON	200	
011304	ENGL	200	
001763	ARTW	200	
001771	ARTW	300	
002713	COML	300	
002175	CHEM	300	
011317	SPAN	300	
013168	ENGL	300	
014136	HIST	200	
002395	CITY	200	
003006	ECON	200	
003029	ECON	300	
009231	CITY	200	
004306	GEOL	300	
011829	GEOL	300	
012294	GEOL	200	
005263	HIST	300	
004281	GEOL	200	
004356	GERM	000	LANG
007380	PSYC	200	
007396	PSYC	300	
011064	HIST	200	
004036	FREN	200	
010966	GNST	100	
002161	CHEM	200	
004874	HART	300	
005162	HIST	200	
012437	PSYC	300	
008469	SOCL	200	
014215	SOCL	300	
007404	PSYC	300	
003275	EDUC	200	
005215	HIST	200	
007016	POLS	200	
013781	HART	200	
012292	ARCH	200	
003270	EDUC	200	
005741	ITAL	300	
002420	CITY	200	
014122	HIST	200	
005120	HEBR	000	LANG
001871	BIOL	300	
001750	ARTT	200	
014214	CITY	200	
003017	ECON	200	
012352	ARTD	200	
012353	ARTD	200	
004372	GERM	200	
006019	MATH	000	
006539	PHIL	200	
011063	POLS	200	
004304	GEOL	300	
010841	CSTS	200	
011987	GREK	000	
013164	CSTS	200	
003421	ENGL	200	
007041	POLS	200	
001443	ARCH	200	
002992	ECON	100	
010860	PHYS	300	
004012	FREN	000	
006035	MATH	200	
006045	MATH	300	
004394	GERM	300	
007365	PSYC	100	
012819	POLS	300	
007106	POLS	300	
006504	PHIL	200	
005300	HIST	300	
006518	PHIL	200	
004015	FREN	100	
008784	SPAN	200	
008821	SPAN	300	
011830	BIOL	300	
004051	FREN	300	
014209	HIST	300	
002564	CMSC	200	
010842	CMSC	300	
012336	CMSC	300	
004832	HART	200	
007397	PSYC	300	
002875	CSTS	200	
006054	MATH	300	
013639	SPAN	200	
007017	POLS	200	
008764	SPAN	000	LANG
005227	HIST	200	
004806	HART	100	
006862	PHYS	300	
009321	PHIL	200	
012354	ARTD	300	
014140	SOCL	200	
003522	ENGL	300	
012822	SOCL	300	
014226	SPAN	000	LANG
001562	ARTD	300	
004066	FREN	300	
014441	GNST	200	
002396	CITY	200	
008447	SOCL	200	
002569	CMSC	200	
011831	ARCH	300	
005730	ITAL	200	
007910	RUSS	300	
012227	POLS	100	
004377	GERM	200	
001857	BIOL	300	
009225	ARTW	100	
004872	HART	300	
013163	ARCH	200	
009304	HIST	300	
013615	ECON	300	
007923	RUSS	300	
014137	HIST	100	
004023	FREN	200	
005725	ITAL	100	
001552	ARTD	200	
012355	ARTD	300	
002166	CHEM	200	
002669	COML	200	
013645	GNST	100	
011203	ARTA	200	
013185	SOCL	300	
013172	ENGL	200	
004802	HART	100	
009286	GERM	200	
014310	SOCL	300	
009213	ANTH	200	
011050	EDUC	200	
014203	ARCH	300	
002362	CITY	100	
009270	ENGL	200	
006860	PHYS	200	
004362	GERM	200	
011305	ARTW	200	
013059	LATN	300	
007007	POLS	100	
007032	POLS	200	
007081	POLS	300	
013839	ANTH	100	
006034	MATH	200	
013213	ARAB	000	
011207	PHIL	300	
001163	ANTH	200	
013999	SOWK	300	
006532	PHIL	200	
001757	ARTT	300	
007882	RUSS	100	
008774	SPAN	200	
013840	ANTH	300	
011206	EDUC	200	
011319	CNSE	100	
001170	ANTH	200	
011309	HART	100	
004738	GREK	100	
014127	CSTS	200	
013195	ARCH	100	
007087	POLS	300	
012765	EAST	200	
001751	ARTT	200	
013210	LATN	100	
013616	ECON	300	
001199	ANTH	200	
014128	HART	200	
002660	COML	200	
006562	PHIL	300	
004016	FREN	100	
014114	CNSE	000	
009296	HART	200	
013783	CSTS	200	
009240	COML	200	
002401	CITY	200	
005214	HIST	200	
013206	COML	300	
004360	GERM	100	
014211	PHYS	100	
011065	HEBR	200	
013222	CITY	200	
012099	HART	200	
006523	PHIL	200	
007037	POLS	200	
005723	ITAL	000	LANG
012821	CITY	300	
001182	ANTH	200	
003407	ENGL	100	
013197	HART	100	
010949	ENGL	200	
001429	ARCH	200	
004810	HART	100	
011198	ARTT	300	
014456	ARAB	000	
013196	CITY	100	
Teachers	169
0470839	011834 007888 007882
0031388	001249 001176
3577231	011208 011209 011190
1168490	002562 002569
1167851	003406
3470402	006024 006026
0428728	008770 008764
3555100	014124 005157 014122 014209 013783
0697660	002368 002470 001157 009231 004810
3647219	011313 004874
3648007	014228 005727 005723
3646621	001165 001168
3098022	012293 001474 012294 012292
0031332	003573
0899465	008770 014226
1079401	014206
1061861	003278 003279
0162976	007128 007040 007041
0031471	011844 014218 001152
3332662	013146 013147 002992
0493725	002397 013645 001182
3442425	004010 004016
0492451	014384 011962
0031473	004888 004802
3194193	011187
3554810	014207 003522 009270 009296
0898918	013193
3459335	013627 001899
3483424	013921
0056992	001843
0058557	003472 013167
1037239	002163 011827
0428815	002182 002166
3470325	002879 013164 013163 013059 013222
3555417	014116 014203 014127 014128
3452118	001837
0168378	002153 002175
0162987	002153
3427120	006847
0402773	006847 014212 006851 014211
0910179	002464 001242 002386 014310
3689002	012832 011829 011830 011831
0031756	010935 001563 012354
0676083	013649
0695890	008470 010977 003275 003270 002420
3646854	014213 014215 014214 012822 012821
0168763	001840 001896 007404
3688153	003432 003453
3473854	003004 003029 013615
1165566	001247 004276 001897 004304 002362
0031522	007377 007365
0031611	007403
3405054	008429
0493855	014135 005263 009304
0576472	012303 008774
3554648	006509 006555 006504
0031478	014230 011207
0031578	004017 004015
0029475	005247
3461286	014134 014136 014137
3393009	003520 003460
0802802	004276 004275 002362
3460456	004010 004036
3647094	005846 004738
3092941	013171 011304
0605187	013636
3474420	001770 001768
0897706	003441 003491 002669
3646602	006851
3092832	011865 004306 004281
0213446	006031 006034
0024092	003454 003421
3555097	013635 005215 012765
0431946	014100 007910 007925
0777265	006588 006539 006518
0824088	014383
3393847	013915 012336
3195964	014133 011064 011063 012819 011065
3460008	001749 001757
3194197	012350 011317
0207327	012763 010731 006054
1168592	012735
0468281	007926 002713
0409737	006043 006060 010731
0031386	007878 007923
0409956	001852 001837
0599596	003465 003454
0123161	001892 001857
0180723	011308 011309 002153
3685718	004010
0853792	014141 001443
3646542	004275
0031336	007051 014140
3198619	011237
3647209	014442 001152 005227
0492580	013647 003006 003017 002401
0254474	014205 003446 001751 011198
0375562	013614 013616
3194524	002952
0029059	001763 011305
1165592	001771 013172
0031359	013168
1051497	002395
0847593	004356 004397 004377
0987494	007380
0851717	007396
0775640	010966
1083806	002161
3647019	006847
0031582	005162 002875 013210
0825571	012437
3420576	008469 013185
0316015	007016 007081
3557107	013781
3392421	005741 005745 005725
3400071	005120
3422398	001871
0031454	006043 006024
0416447	001750
0129398	012352 001552 011203 011206
0683480	012353
0138190	004372 009321 009286 009213 009240
0856198	006019
1084458	010841 011987
3461209	010860 006860
3646540	004012 004051
3646603	006035
0431634	006045
0989327	004394 004872 004362 004360
0910346	012734
3447549	007106 012227 013839 013840 001199 005214
0031399	006504 006532 007037
3555101	005300
0031572	008784 008821 002660
0564741	002564 010842
0053518	004832
3474098	007397
3209393	001837
1168489	013639 008770
0031568	007017 001163
0032827	004806
3647020	006862
0705542	001562
1167978	004066
3688149	014441
0320399	002396
0132890	008447
3556752	005730 005723
1061058	009225 003406
3554385	008764
3478855	001562
3646856	002992
0854975	004023
3578080	012355
1167884	006874
0897399	011050 010949
3648855	004010
0215359	004015 004012
0804281	007007
0031573	007032 007087 006562 006523
3648217	013213
3452735	013999
0827051	011319 014114
3556528	001170
0020093	013195 012099 013197 001429 013196
3426520	013206
3318436	003406
3478658	003407
3691385	014456
