Class Times	66
001771	ARTW	300	
005122	HEBR	100	
004865	HART	300	
005258	HIST	300	
009304	HIST	300	
002464	CITY	300	
013185	SOCL	300	
004036	FREN	200	
004803	HART	100	
006874	PHYS	300	
002153	CHEM	100	
003454	ENGL	200	
005853	LATN	200	
001168	ANTH	200	
011831	ARCH	300	
011299	BIOL	200	
006851	PHYS	100	
004281	GEOL	200	
007032	POLS	200	
011319	CNSE	100	
012765	EAST	200	
009231	CITY	200	
006504	PHIL	100	
012331	SOCL	300	
003448	ENGL	200	
002163	CHEM	200	
002164	CHEM	200	
011827	CHEM	200	
004276	GEOL	100	
013645	GNST	100	
001206	ANTH	200	
005179	HIST	200	
012818	CITY	200	
001152	ANTH	100	
005846	LATN	000	LANG
002182	CHEM	300	
004012	FREN	000	
011838	SOCL	200	
002992	ECON	100	
014670	COML	200	
007057	POLS	200	
002444	CITY	300	
014107	HART	300	
003464	ENGL	200	
011630	RUSS	200	
005159	HIST	200	
001871	BIOL	300	
006500	PHIL	100	
013659	LING	200	
011964	PSYC	300	
013840	ANTH	300	
014785	ANTH	200	
014114	CNSE	000	
011191	SOCL	300	
010844	EDUC	200	
014551	EDUC	200	
011535	ANTH	200	
005725	ITAL	100	
014630	HEBR	100	
001748	ARTT	200	
002376	CITY	200	
006024	MATH	100	
013613	ECON	200	
003029	ECON	300	
003004	ECON	200	
002368	CITY	100	
013919	ENGL	200	
005723	ITAL	000	LANG
008469	SOCL	200	
009263	EAST	200	
011962	EDUC	200	
005141	HIST	100	
001237	ANTH	300	
001163	ANTH	200	
008774	SPAN	200	
007017	POLS	200	
014134	HIST	300	
001157	ANTH	100	
006523	PHIL	200	
014548	CHEM	100	
014549	CHEM	100	
009270	ENGL	200	
014671	SPAN	200	
004362	GERM	200	
009232	CITY	200	
014552	EDUC	200	
006019	MATH	000	
007007	POLS	100	
011037	POLS	300	
001763	ARTW	200	
013210	LATN	100	
007039	POLS	200	
013636	ECON	200	
014579	ARTW	100	
007888	RUSS	200	
001448	ARCH	200	
004872	HART	300	
013839	ANTH	100	
011300	HART	200	
008790	SPAN	200	
004010	FREN	000	LANG
011987	GREK	000	
007028	POLS	200	
005191	HIST	200	
010933	ARCH	300	
013775	CMSC	200	
007882	RUSS	100	
003005	ECON	200	
003406	ENGL	100	
001562	ARTD	300	
003546	ENGL	300	
004016	FREN	100	
012837	HART	200	
007878	RUSS	000	LANG
014546	CHEM	100	
009296	HART	200	
012353	ARTD	200	
003407	ENGL	100	
004810	HART	100	
004020	FREN	200	
012665	ECON	300	
003481	ENGL	200	
013172	ENGL	200	
001559	ARTD	300	
014537	COML	300	
002151	CHEM	100	
011534	SOCL	200	
012320	EAST	200	
001878	BIOL	300	
014441	GNST	200	
005282	HIST	300	
006534	PHIL	200	
001552	ARTD	200	
007006	POLS	100	
001750	ARTT	200	
013920	ARTT	200	
014523	ITAL	300	
004304	GEOL	300	
014215	SOCL	300	
004275	GEOL	100	
014791	SOWK	300	
001430	ARCH	200	
012352	ARTD	200	
002381	CITY	200	
014870	ARCH	100	
006538	PHIL	200	
006557	PHIL	300	
014228	ITAL	000	LANG
005734	ITAL	200	
011209	CMSC	200	
002448	CITY	300	
002409	CITY	200	
004817	HART	200	
005727	ITAL	200	
002396	CITY	200	
004023	FREN	200	
003500	ENGL	200	
014869	SOCL	200	
011536	EAST	200	
012355	ARTD	300	
014871	HART	100	
014219	CITY	200	
007051	POLS	200	
014582	PHIL	300	
001897	BIOL	300	
011295	BIOL	200	
014140	SOCL	200	
006580	PHIL	300	
011198	ARTT	300	
005217	HIST	200	
002403	CITY	200	
014456	ARAB	000	
012332	CITY	300	
011855	HART	300	
002382	CITY	200	
010966	GNST	100	
001247	ANTH	300	
014581	POLS	300	
001751	ARTT	200	
014651	GEOL	100	
013713	PSYC	300	
005290	HIST	300	
002404	CITY	200	
Teachers	169
0554585	006043 011223
0031526	006060 011223
0207327	011223 006019
0028980	007128 007007
3575049	013997 014628 001163 007017
3452118	001837
0301910	002161
3102267	006847
0402773	006847 006868 006851
0802802	004293 014651
3092832	004306 004281
3646542	011865 004275
3646621	001243 001168
3448653	002450 005228 012818 005263
0031388	009386
3473979	001765
0897706	010965 009270 009296
0254151	001249 001206 013659 001152
1084458	002872 002876 005159
0031471	001235 014218 011844 001237
3646603	006060 006047
3554385	008764 008769
0123161	001857
0564741	011219 013915 001878
0695890	003270 010977 014550
0599596	003573 003464 003454
3092941	010845 010725
0031399	006565 006518 006500
0428728	008770 008764
0135660	011294 001152
3788276	014786 001871
1079401	003459 014552
0024092	003548 013172
3646602	006847
0375562	013616 003019 002404
0826964	007370
0493725	002397 001242 002464
3452082	002414 004840 002469
0056992	001861 001899
3554810	014787 014107 003546 003481
0470839	007926 014788 014789 007882
0910346	012734
1165566	004282 014634 012338 004276 004304 001897 001247
0409737	006035
3460456	004015 004010
0031386	007923 007878
0672202	004885 011313
3393009	003543
3554648	006588 006502 006504
0847593	004360 004397 004356
3194193	011187 004852 003500
0493855	005263
0213446	006031 006034
0431634	006045 006026
3764518	010851
3792642	002562 002572
3483424	014570 013921
3209393	014570 014571 011295
3577231	014571 011190 011209
1168592	012832 011829 011831
0576472	008810 008774
3556752	005741 005734
3474098	007368
1137952	013190 005191 002403
0029475	014121
3555097	014781 012765 002952
0995587	013176
3443571	013632 003454
0987494	007380
3646540	004065 004036 004020
1020104	005197 009304
3460008	001749
3474420	001770 001763
0989327	004389 004394 002444 004362 004872
3557107	013781
0031522	014866 014865 009342 009335
3447549	007106 012227 013840 013839
0020038	003491
0031373	004889 004865 004803 002448
3420576	012325 012326 012339 008469
0020093	001474 001455 014632 011300 001430 011855
0053518	004869 002700
0125630	009362 011312
0899465	008769 008770
3691394	003001 002376 003005
0031347	006872 006860
0409956	011963 012289 001896
3647094	014669 005853 005846 014670 014671
3646854	008442 014215 014869
0180723	002178 002164 014546
3648217	013213
0854975	004066 004023
3212821	013059 013210
0032827	004806
0058557	013774 011298 011299 013775
0492580	003006 013647 013613 002382
1061058	009225 003406
3814283	014784 014785
3555417	014631
0477036	002572
0777265	010944 011037 006580
0316015	002390 007028
0031631	007375 013713
0851717	007378
1000086	001771
3400071	005122 014630
3461286	005258 005179 014134
0132890	013185 012331 012332
1167884	006874
3415849	002153 002163
0162987	002153
0031573	007032 006523 006557
0827051	011319 014114
0697660	009231 002368 001157 004810 002409
0031359	003448
0428815	011827 002182
0949010	004276 004275
3194197	013645 008790
0215359	004012
0031619	011838 014219
3473854	002992 003004 012665
3195964	007057 007006
0431946	011630 007888
0031611	011964
3213249	011191 011535 011534 011536
3813957	002562
0824088	010844
0492451	014551 011962
3785071	005725 005723
0254474	001748 011198 001751
3470402	006024 006031
3764395	003029 002992
0897399	013919 013920
1167863	002153
0467822	009263 012837
0493856	005141 005282 005217
0168378	014548 014549 014579 002151
3208421	009232
0916272	007039 006534 006538
0605187	013636
3764585	001448 014870 014871
3442425	004012 004010 004016
3764403	011987
0031632	010933
3784569	003406
3572646	001562
0683480	012353
3478658	003407
3764437	004010
1167851	003406
0129398	001559 001552 012352
3648007	014537 014523 014228 005727
0965307	012320
3786642	014441
1166368	004012
1061861	003279
0622960	001750
0999321	014791
3786635	002381 004817 005290
0020988	002396
3577930	001562
0031333	012355
0031336	007051 014140
3198619	014582 014581
3393853	014114
3691385	014456
3478855	001562
0705542	001562
0775640	010966
