Class Times	78
013171	ENGL	300	
012730	ENGL	300	
007381	PSYC	200	
004285	GEOL	200	
007006	POLS	100	
015853	POLS	200	
015444	INST	300	
006038	MATH	200	
007081	POLS	300	
006023	MATH	100	
015881	HART	300	
011305	ARTW	200	
004809	HART	100	
015113	PSYC	100	
003445	ENGL	200	
015867	ENGL	300	
013185	SOCL	300	
014113	CNSE	000	
015888	BIOL	200	
007391	PSYC	300	
014567	BIOL	100	
003014	ECON	200	
007372	PSYC	200	
004359	GERM	100	
006029	MATH	200	
009386	ANTH	200	
015849	ENGL	200	
011076	PSYC	200	
008784	SPAN	200	
012303	SPAN	200	
001156	ANTH	100	
003001	ECON	200	
003412	ENGL	100	
013718	ARCH	200	
006524	PHIL	200	
014550	EDUC	200	
004274	GEOL	100	
004803	HART	100	
005247	HIST	300	
014990	ENVS	100	
011321	POLS	300	
015869	PSYC	200	
004014	FREN	100	
013203	ARCH	100	
015421	EDUC	300	
003447	ENGL	200	
004021	FREN	200	
002567	CMSC	200	
015882	HART	200	
003033	ECON	300	
006504	PHIL	100	
002456	CITY	300	
008773	SPAN	100	
002394	CITY	200	
002564	CMSC	200	
014548	CHEM	100	
001898	BIOL	300	
006865	PHYS	300	
014119	HIST	200	
004009	FREN	000	LANG
006854	PHYS	200	
003008	ECON	200	
012295	CMSC	300	
009262	EAST	100	
001749	ARTT	200	
001769	ARTW	200	
007881	RUSS	100	
001547	ARTD	100	
007368	PSYC	100	
002414	CITY	200	
002992	ECON	100	
006024	MATH	100	
006518	PHIL	200	
007887	RUSS	200	
005724	ITAL	100	
012320	EAST	200	
015889	CITY	200	
001763	ARTW	200	
006036	MATH	200	
008763	SPAN	000	
004011	FREN	000	
001878	BIOL	300	
010314	PHYS	100	
012733	RUSS	300	
013163	ARCH	200	
014115	ARCH	100	
013212	ARAB	000	
015883	HART	300	
009322	PHIL	200	
011834	RUSS	200	
005119	HEBR	000	LANG
012353	ARTD	200	
008764	SPAN	000	
015848	CNSE	300	
015829	GNST	200	
008786	SPAN	200	
010731	MATH	300	
006543	PHIL	300	
011230	CMSC	200	
006879	PHYS	300	
005190	HIST	200	
003493	ENGL	200	
011322	SOCL	300	
005722	ITAL	000	LANG
008774	SPAN	100	
011341	FREN	000	LANG
008468	SOCL	200	
001748	ARTT	200	
015510	ANTH	300	
002173	CHEM	300	
006872	PHYS	300	
015854	EAST	200	
015866	SPAN	300	
005738	ITAL	200	
011206	EDUC	200	
014126	HART	100	
008470	SOCL	200	
013201	ARCH	300	
002686	COML	200	
015014	ARTD	100	
011219	CMSC	300	
015652	ARTD	300	
011630	RUSS	200	
011203	ARTA	200	
013645	GNST	200	
015116	POLS	200	
015655	ARTD	100	
001764	ARTW	200	
015913	ANTH	200	
014225	LING	300	
012355	ARTD	300	
014576	GERM	200	
013222	CITY	200	
014980	PSYC	200	
014981	GNST	200	
014986	EAST	200	
015845	CITY	300	
002653	COML	200	
002660	COML	200	
009283	FREN	200	
004666	GNST	100	
006542	PHIL	200	
005180	HIST	200	
004297	GEOL	300	
013204	CITY	100	
011861	HIST	100	
008769	SPAN	100	
004874	HART	300	
002446	CITY	300	
006559	PHIL	300	
002379	CITY	200	
014139	CSTS	200	
007899	RUSS	200	
006553	PHIL	300	
014219	CITY	200	
012354	ARTD	300	
011986	GREK	000	
014566	RUSS	200	
004750	GREK	300	
015847	EAST	300	
012284	RUSS	300	
005873	LATN	300	
007877	RUSS	000	LANG
014574	COML	200	
002420	CITY	200	
015012	CNSE	000	
002855	EMLY	000	
016440	HIST	200	
014441	GNST	200	
002388	CITY	200	
011237	POLS	300	
012757	ARCH	200	
005295	HIST	300	
015440	ARTT	100	
007043	POLS	200	
015932	ARTT	300	
008441	SOCL	200	
007055	POLS	200	
005232	HIST	200	
015887	CITY	300	
014231	ARTD	200	
008476	SOCL	200	
015505	EAST	300	
002384	CITY	200	
002375	CITY	200	
003423	ENGL	200	
003036	ECON	300	
005126	HEBR	200	
011837	RUSS	200	
003407	ENGL	100	
013495	HART	300	
016445	COML	100	
002393	CITY	200	
001562	ARTD	300	
001559	ARTD	300	
014578	PHIL	200	
001232	ANTH	300	
013059	LATN	300	
015649	ARTD	300	
015429	ITAL	200	
Teachers	179
0847593	004355 004359
3476032	015865
0031582	005847 013059
0162976	007010 007125 007127 015444
0492580	013613 003033
0987494	007380
0031631	014534 007391
3926311	001844 014990
3483424	001894 001847
3392421	013918 005724 005744
3896859	001753
3474008	001767
3194197	008770 004725 002855
0820103	015246 015115 015113
0493725	002472 014969 002367 001156
1168592	015501
1083806	002160 002173 002186
4177943	008427 002375
0031619	008500 008479 011838 014219
3555417	001473 014125 013718 014115 014126 015913
0301910	002160 002186
3092832	004306 004297 002855
3646542	011865
1020104	005310 013620
3818521	004279 004274
0409956	001899 012291 002855
3646540	015830 004082
0898918	001839 014567
4171980	006846
0402773	006846 006867 010314
3996107	008778 008770
3092941	003469 013171
3318436	003474 002855
0897399	003572 002855
3470325	002878 013164 013214 013163 013222 011986 004750 005873
0135660	001248 011294
3814283	014785 014784
3577228	015837 015840 015841
0031572	008824 008784 008774 002660
0576472	008812 012303
0428815	013192 002166 002151 002186
0031399	006573 006587
3818520	006042 006024 010731
0207327	011310 010731
1061861	003275 008470 002420
0554585	006044 010731
0031526	006059 006036 010731
0409737	010844 010731 006042
0031522	007377 015869
0125630	008420 013185
3212821	005845
3555097	013635 002951 005215 009262 011861
0031388	001151 009386
4092864	001151 012034
3839982	006059 006023
0492451	014551 002855
0028980	015420 015422 011321 015421 011322
3197197	004065 004011 011341
4090501	002182
3415849	011826 002151 014548 002186
3648157	012895
0056992	001840 001898 014567
0162987	002151
0032827	004888 004874
3474420	001768 001763 002855
0897706	003533 002855
0254151	014542
3198619	007026 011237
3998660	011035
0031478	006508 006559 006553
0431946	011531 011528 011630 014566 014574
3996795	012729 012730
3332662	012665 003014 002855 002393
4086857	015891 002992 003036
4168993	015876 015877 015887
1084458	004739 012886
0605187	013636
0213446	006026 006029
1165566	011865 004283
0564741	002562 012295 014225
3470402	010851 006023
0162977	015851 007368
3996563	015512 015510
3839981	015859 008468 013645 015116 002388
0168378	002162 014981
0599596	003454 003554
3460456	004036 004013 011341
4170165	005258 005180
0031573	007060 006543 002855
0697660	004840 002414
1051497	002415 015845
0949010	004280
3818518	003427 008786 002855
0375562	013616 002992
0031611	007381 002855
0802802	004285 002379
3996726	007006
3927894	015853 015854
3393847	006038 002567
0316015	007081 002446
0247216	015881 015882 015883
0029059	011305
3194193	004809 016445
0031359	003445 003447 002855
4168989	015867 008773 015866
0827051	014113 015012
4170297	015888 015889
0964977	014567
0603646	007372
3554810	015849 002855
0826964	011076
3473854	003001 003008 002992 002384
0058557	003412 002855
4092861	006524 006504
1167933	014550
0031373	004803
0806046	005247
0031578	004014 004013
3098022	013203 013204 012757
0854975	004021
3839983	002456 015505 001232
0020988	002394
4177047	002564 002562
4172051	006865
3555100	014119 014139 002855
3442425	004009 004011
3646602	006854 006872
3899727	014567
3460008	001749 011198 015932 001751
3099830	001769
0470839	007881 011834 002855
1054236	001547 015440
3083296	006518 009322 002855
0772775	007887 012733
3102450	002160
3995790	012320 015848 015847
0899465	008763 008769
1168490	001878 011230 011219
0031347	010314
3996564	013212
3400071	005119
4089714	012353
3554385	008764 008769
3788277	015829
0180723	002186
0750235	006879
1137952	005190
0138190	003493 002686 002653 006542
4170914	005722 014576 009283 003423 011837 014578 015429
0254474	001748 002855
3926209	002186
0031543	005738 005126
0129398	011206 015652 011203 015655
0020093	013201 013495
0031756	015014 002855 014231 001562 001559
1165592	001764 002855
0683480	012355
0851717	014980
3194524	014986
0775640	004666
0821481	007899
0492321	012354
3898276	015163
0031386	012284 007877
1061058	002855
0995587	002855
1167851	002855
4091222	002855
4170167	002855
3784569	002855
4177158	016440 005295
4172060	014441
3481299	007043
0823106	008441
0900168	007055 005232 008476
3478658	003407
4189136	003407
1167863	002186
4177883	015649
