Class Times	74
69	12:10 PM  1:30 PM T
70	11:25 AM 12:15 PM TTH
71	 5:10 PM  6:00 PM TTH
72	 4:10 PM  5:30 PM T
73	11:10 AM 12:00 PM MW
74	 2:40 PM  4:00 PM WF
Rooms	67
EHI	16
EHLEC	31
CARP25	25
DAL2	22
PK126	17
TH118	10
TAYG	31
TH111	28
DAL119	63
TH116	20
PK337	16
PK227	15
DAL212E	20
TAYSEM	9
PK338	71
BYC127	22
TAYB	19
CARP15	9
TH129	6
TH223	8
DAL212A	19
CARP21	51
PK259	16
RCSEM	31
DAL10	15
BYC239	17
TH102	8
EHII	27
PK336	21
DAL6	17
DAL1	22
CARP17	9
PK229	33
PK278	79
PK243	50
PK234	40
TH110	37
TAYF	47
PK200	8
GOB	19
BYC106	14
TAYD	29
DAL300	52
PK10	11
PK100	22
TAYC	18
TH224	33
PK264	12
PK349	45
ROSTUD	13
PK328	20
DAL25	20
PK25	56
PK179	55
TAYE	35
CARP13	13
PK180	37
TH104	14
PK20	156
PK354	14
EHIII	13
GOCOM	15
PEMSTD	9
PK127	23
RCCON	12
DAL315	52
DAL20	11
Classes	280
003520	ENGL	300	
003572	ENGL	300	
013170	ENGL	200	
002403	CITY	200	
007125	POLS	300	
009270	ENGL	200	
013192	BIOL	300	
008824	SPAN	300	
014572	EDUC	200	
001248	ANTH	300	
008769	SPAN	100	
008439	SOCL	200	
004082	FREN	300	
006865	PHYS	300	
003463	ENGL	200	
001881	BIOL	300	
003033	ECON	300	
004065	FREN	300	
006029	MATH	200	
002712	COML	300	
004009	FREN	000	LANG
011630	RUSS	200	
004735	GREK	100	
005264	HIST	300	
005290	HIST	300	
011841	ANTH	300	
001898	BIOL	300	
015246	PSYC	200	
004301	GEOL	300	
004306	GEOL	300	
012733	RUSS	300	
002562	CMSC	100	
007127	POLS	300	
009335	POLS	300	
005310	HIST	300	
001767	ARTW	200	
003454	ENGL	200	
003500	ENGL	200	
003547	ENGL	300	
006050	MATH	300	
001844	BIOL	200	
001770	ARTW	300	
010845	ENGL	300	
001473	ARCH	300	
007372	PSYC	200	
002567	CMSC	200	
004888	HART	300	
001839	BIOL	200	
001840	BIOL	200	
002182	CHEM	300	
006846	PHYS	100	
016851	PSYC	200	
016865	HART	300	
016881	ITAL	200	
014534	PSYC	200	
015113	PSYC	100	
004279	GEOL	200	
008479	SOCL	300	
008500	SOCL	300	
003508	ENGL	300	
001179	ANTH	200	
007391	PSYC	300	
011035	LING	100	
015851	PSYC	300	
002442	CITY	300	
002472	CITY	300	
014100	RUSS	200	
008820	SPAN	300	
011341	FREN	000	LANG
003440	ENGL	200	
007374	PSYC	200	
001892	BIOL	300	
007010	POLS	100	
006023	MATH	100	
008790	SPAN	200	
016834	HART	200	
001851	BIOL	300	
002166	CHEM	200	
001465	ARCH	300	
015508	ANTH	300	
015865	EDUC	200	
009273	ENGL	300	
002572	CMSC	300	
011187	HART	300	
015882	HART	200	
016854	HIST	200	
016614	HART	300	
015830	FREN	200	
004359	GERM	100	
009322	PHIL	200	
009342	PSYC	300	
015004	COML	300	
013185	SOCL	300	
001213	ANTH	300	
015444	INST	300	
002173	CHEM	300	
009242	COML	300	
007368	PSYC	100	
003014	ECON	200	
013616	ECON	300	
014135	HIST	200	
002951	EALC	300	
006026	MATH	100	
009262	EALC	100	
005847	LATN	100	
003031	ECON	300	
002568	CMSC	200	
002151	CHEM	100	
004280	GEOL	200	
011865	GEOL	300	
006044	MATH	300	
001753	ARTT	200	
007881	RUSS	100	
006059	MATH	300	
015853	POLS	300	
002160	CHEM	200	
009296	HART	200	
006504	PHIL	100	
006518	PHIL	200	
004274	GEOL	100	
006863	PHYS	300	
002393	CITY	200	
002394	CITY	200	
002413	CITY	200	
007378	PSYC	200	
008420	SOCL	100	
004852	HART	200	
011826	CHEM	200	
011838	SOCL	200	
002872	CSTS	200	
005845	LATN	000	LANG
011305	ARTW	200	
003001	ECON	200	
008782	SPAN	200	
013614	ECON	200	
002697	COML	300	
007008	POLS	100	
002367	CITY	100	
004022	FREN	200	
005157	HIST	200	
005159	HIST	200	
006525	PHIL	200	
013216	ENGL	200	
014567	BIOL	100	
014992	GEOL	100	
004013	FREN	000	
016884	POLS	200	
008770	SPAN	100	
001423	ARCH	100	
002992	ECON	100	
014990	ENVS	100	
015831	HIST	200	
008763	SPAN	000	
011075	BIOL	200	
010314	PHYS	100	
002162	CHEM	200	
010968	EALC	300	
016883	PHIL	200	
014563	ANTH	200	
016842	ANTH	200	
014219	CITY	200	
001769	ARTW	200	
004355	GERM	000	LANG
004014	FREN	100	
007043	POLS	200	
001763	ARTW	200	
004839	HART	200	
011300	HART	200	
007026	POLS	200	
015932	ARTT	300	
002463	CITY	300	
001151	ANTH	100	
007377	PSYC	200	
012352	ARTD	200	
006854	PHYS	200	
005724	ITAL	100	
013212	ARAB	000	
015011	COML	200	
006879	PHYS	300	
007393	PSYC	300	
008774	SPAN	100	
007887	RUSS	200	
001549	ARTD	200	
003005	ECON	200	
005722	ITAL	000	LANG
015829	GNST	200	
001562	ARTD	300	
007034	POLS	200	
016864	ITAL	300	
011861	HIST	100	
006042	MATH	300	
013190	HIST	100	
004806	HART	100	
004739	GREK	200	
016853	CSTS	200	
001547	ARTD	100	
015540	ENGL	100	
006553	PHIL	300	
006040	MATH	200	
006587	PHIL	300	
011237	POLS	300	
013059	LATN	300	
006559	PHIL	300	
010942	MATH	200	
001749	ARTT	200	
012354	ARTD	300	
006038	MATH	200	
002564	CMSC	200	
007877	RUSS	000	LANG
014988	SPAN	300	
015888	BIOL	200	
004803	HART	100	
015660	BIOL	300	
008773	SPAN	100	
012355	ARTD	300	
013613	ECON	200	
005258	HIST	300	
015115	PSYC	300	
014987	HIST	100	
008484	SOCL	300	
015012	CNSE	000	
001764	ARTW	200	
015866	SPAN	300	
005191	HIST	200	
002569	CMSC	200	
006024	MATH	100	
013194	ENGL	200	
005271	HIST	300	
015889	CITY	200	
013658	CMSC	300	
015655	ARTD	100	
004666	GNST	100	
014231	ARTD	200	
006509	PHIL	200	
003006	ECON	200	
014113	CNSE	000	
001756	ARTT	200	
004877	HART	300	
004882	HART	300	
015881	HART	300	
011986	GREK	000	
002469	CITY	300	
001559	ARTD	300	
005744	ITAL	300	
012353	ARTD	200	
004011	FREN	000	
007899	RUSS	200	
011862	HIST	300	
016925	FREN	300	
005119	HEBR	000	LANG
001836	BIOL	100	
002855	EMLY	000	
001156	ANTH	100	
008764	SPAN	000	
016952	SOCL	100	
016963	GNST	000	
016950	ARCH	200	
008427	SOCL	200	
016983	ENGL	200	
001010	ACSK	000	
015501	CITY	200	
001430	ARCH	200	
003407	ENGL	100	
015440	ARTT	100	
005247	HIST	300	
016951	SOCL	300	
009239	COML	200	
016986	ENGL	300	
016858	HIST	200	
002375	CITY	200	
016959	POLS	300	
003423	ENGL	200	
016833	EALC	200	
011238	PHIL	300	
014441	GNST	200	
015014	ARTD	100	
002464	CITY	300	
001209	ANTH	200	
016949	ARCH	300	
015867	ENGL	300	
Teachers	183
3393009	003520
0897399	003572 002855
3092941	013170 010845
1137952	002403 013190 005191 005271
0162976	007125 007010 015444
0897706	009270 009296 002855
3459335	013192 014567
0031572	008824 008820 008774
0695890	014572 002855
0135660	001248 011841 014563
3996107	008769 008770
3420576	008439 008484 002855
1167978	004082
3646602	006865
0599596	003463 003454
4362789	001881
0492580	003033 003006
0854975	004065 004014 004011
3839982	006029 006059
0138190	002712 015011
4089710	004009
0431946	011630 014100
3575617	004735
1020104	005264 014987
3555100	005290 005157 002855
4354090	001898
0820103	015246 015113 015115
1165566	004301 004306
0772775	012733 007887
0564741	002562 002564
0316015	007127 014990
0031522	009335 009342 007377
0493855	005310 014135 017004
3474008	001767
3194193	003500 009273 011187 009242 004852
3318436	003547 013216 002855
0554585	006050 006024 010731
3926311	001844 015660
3474420	001770 002855
3098022	001473 002442 001465
0603646	007372
4177047	002567 006038 002569
0672202	004888
0898918	001839 014567
4362783	001840
4090501	002182 002166 002186
4171980	006846
0031347	006846 006863 010314
4354081	016851
4168993	016865 016864
4362771	016881 005724 005744
0031631	014534 007391
0802802	004279
3646542	015850 014992
0031619	008479 008500 011838 014219
0024092	003508 002855
1083671	001179 001549
3998660	011035
0162977	015851 007368
0493725	002472 002367 001156
3460456	011341 004013
0031359	003440 002855
0987494	007374 007393
0409956	001892 001851
0972342	006023 006026
3194197	008790
4170946	016834 016614
4092864	015508 001151
3476032	015865
3393847	002572 013658
3436165	015882 015881
4170165	016854 005258 005310
3646540	015830 015831 016925
0775506	004359
3083296	009322 006518 002855
0576472	015004 008782 008774 014988
0125630	013185 008420
0254151	001213
3926209	002173 002160 002186
4354612	003014 002393 002992
0375562	013616 003031 013614
3555097	002951 009262 010968 011861 011862
3479968	005847 016853 013059
1168490	002568 002855
0168378	002151 002162 002186
0949010	004280
3092832	011865 004274
0031526	006044
3896859	001753
3435819	007881 007899
3818520	006059 010731
3927894	015853 007008
0301910	002160
4092861	006504 006587 006509
0020988	002394
4358919	002413 004839 004882 002469
0851717	007378
0300112	011826 002160
1084458	002872 005159 004739
0031582	005845
4362837	011305
1167863	002151
3473854	003001 002992
0031478	002697 006553 006559
3197197	004022 004009 004011
4354084	006525 007034
0031573	016884 016883 002855
1076312	001423
0964977	014567
0162987	002151
3554385	008763 008764
3899727	011075 014567
4354080	016842 001151
3099830	001769
0847593	004355 002855
3481299	007043
0022277	001763
0020093	011300 001430
3198619	007026 011237 011238
3460008	015932 001749 011198 001751
0031373	002463 004803 004877
4091999	012352
1167884	006854 006879
3996564	013212
4358918	003005 013613
4170914	005722 009239 003423
3788277	015829
0031756	001562 001563 001559 002855
0207327	006042 010942 010731
3326005	004806
1054236	001547 015440
4417381	015540 003407
0409737	006040 006042 010731
0492321	012354
0031386	007877
3415849	002186
0180723	002186
4170297	015888 015889
4168989	008773 015866 008770 015867
0683480	012355
3470402	006023 002855
0827051	015012 014113
1083806	002160 002186
4366626	001764
0058557	013194 002855
4375444	002562
4168992	015655
0775640	004666
1168214	014231
0031578	004013 004014
0254474	001756
3764403	011986
4089714	012353
4273391	005119
3452118	001836
3461209	006846
0428815	017003 002855
4091222	002855
1167851	002855
0402773	002855
1061058	002855
3784569	002855
1024995	002855 016983 016986
3448653	002855
0321808	002855
4373714	002855
4362871	008763
4177943	016952 008427 016951 002375
3906328	016963
0901151	016950 016949
3898276	015163 016736
3402041	001010
4378762	015501
3478658	003407
0806046	005247
4392595	016858
4354440	016959
3995790	016833
4172060	014441
4271808	015014
4362759	002464
4354559	001209
0554581	015649
