Class Times	75
003478	ENGL	200	
014788	RUSS	100	
015852	RUSS	100	
005196	HIST	200	
007031	POLS	200	
001152	ANTH	100	
001771	ARTW	300	
002153	CHEM	100	
003441	ENGL	200	
006033	MATH	200	
006043	MATH	300	
006502	PHIL	100	
011075	BIOL	200	
002998	ECON	100	
002952	EAST	300	
015857	EAST	300	
001442	ARCH	200	
012734	RUSS	300	
001249	ANTH	300	
004306	GEOL	300	
001763	ARTW	200	
007403	PSYC	300	
006847	PHYS	100	
011295	BIOL	200	
014865	PSYC	100	
014866	PSYC	100	
012730	ENGL	300	
007374	PSYC	200	
009342	PSYC	300	
016610	GEOL	100	
005247	HIST	300	
014209	HIST	300	
013146	ECON	300	
001757	ARTT	300	
001550	ARTD	200	
005293	HIST	300	
006534	PHIL	200	
011317	SPAN	300	
012107	SOCL	200	
013185	SOCL	300	
003465	ENGL	200	
003556	ENGL	300	
013190	HIST	100	
004304	ENVS	300	
003031	ECON	300	
005198	HIST	200	
009304	HIST	300	
015856	POLS	300	
010841	CSTS	200	
013172	ENGL	200	
015248	GNST	300	
013656	COML	200	
016608	ENGL	200	
009270	ENGL	200	
013628	ARTW	200	
015006	SPAN	200	
015860	SOCL	300	
007040	POLS	200	
013147	POLS	300	
011063	POLS	200	
006864	PHYS	300	
012336	CMSC	300	
013915	CMSC	300	
006035	MATH	200	
013615	ECON	300	
004362	GERM	200	
004394	GERM	300	
015135	BIOL	200	
009335	POLS	300	
003270	EDUC	200	
003489	ENGL	200	
013713	PSYC	300	
001242	ANTH	300	
004076	FREN	300	
002564	CMSC	200	
015863	HART	200	
016631	HIST	300	
014114	CNSE	000	
004827	HART	200	
006555	PHIL	300	
001845	BIOL	200	
002397	CITY	200	
015449	PHYS	100	
004807	HART	100	
004865	HART	300	
005725	ITAL	100	
015679	HART	300	
002163	CHEM	200	
004852	HART	200	
011827	CHEM	200	
007378	PSYC	200	
015664	ENGL	300	
011064	HIST	200	
008469	SOCL	200	
001165	ANTH	200	
001765	ARTW	200	
004275	GEOL	100	
001185	ANTH	200	
015844	ANTH	300	
004738	GREK	100	
005866	LATN	300	
005191	HIST	200	
005271	HIST	300	
014203	ARCH	300	
003444	ENGL	200	
011342	FREN	000	LANG
015846	EAST	100	
008774	SPAN	100	
002386	CITY	200	
003500	ENGL	200	
015513	ANTH	200	
005854	LATN	200	
014118	HIST	100	
016614	HART	300	
015243	PSYC	300	
002409	CITY	200	
004033	FREN	200	
011960	ITAL	200	
008420	SOCL	100	
002929	EAST	200	
004015	FREN	100	
015858	SOCL	300	
004038	FREN	200	
013919	ENGL	200	
002403	CITY	200	
002464	CITY	300	
015855	POLS	200	
006504	PHIL	100	
007878	RUSS	000	LANG
002433	CITY	300	
004360	GERM	100	
004012	FREN	000	
002992	ECON	100	
016501	SPAN	200	
009296	HART	200	
013623	CSTS	200	
006034	MATH	200	
015509	ANTH	200	
006860	PHYS	200	
008769	SPAN	100	
001752	ARTT	200	
001761	ARTT	300	
006521	PHIL	200	
006024	MATH	100	
007882	RUSS	100	
005846	LATN	000	LANG
004377	GERM	200	
007006	POLS	100	
007368	PSYC	100	
016624	ARTT	100	
008773	SPAN	100	
005723	ITAL	000	LANG
005162	HIST	200	
001755	ARTT	200	
002396	CITY	200	
002398	CITY	200	
004016	FREN	100	
003007	ECON	200	
012355	ARTD	300	
015891	ECON	200	
007007	POLS	100	
002368	CITY	100	
014138	HIST	100	
006500	PHIL	100	
012494	ARCH	200	
004288	GEOL	200	
016633	HIST	200	
006031	MATH	200	
004810	HART	100	
001424	ARCH	100	
005120	HEBR	000	LANG
012352	ARTD	200	
009225	ARTW	100	
007039	POLS	200	
015002	RUSS	200	
015013	CNSE	000	
001157	ANTH	100	
002669	COML	200	
011065	HEBR	200	
004806	HART	100	
006523	PHIL	200	
016634	SOCL	200	
013184	PHIL	200	
015651	ARTD	300	
012354	ARTD	300	
004051	FREN	300	
015839	ANTH	200	
002569	CMSC	200	
003017	ECON	200	
011987	GREK	000	
001552	ARTD	200	
002469	CITY	300	
007888	RUSS	200	
014982	SPAN	100	
015245	SOCL	200	
015014	ARTD	100	
015682	ARTT	200	
003029	ECON	300	
001562	ARTD	300	
002465	CITY	300	
004393	GERM	300	
013622	ARCH	200	
013210	LATN	100	
006880	PHYS	300	
012562	POLS	200	
013213	ARAB	000	
004882	HART	300	
001559	ARTD	300	
015015	ARTD	100	
004020	FREN	200	
012833	COML	300	
015678	GNST	200	
014581	POLS	300	
013183	POLS	200	
012729	HART	300	
015861	SPAN	100	
013920	ARTT	200	
004289	GEOL	300	
015448	PHYS	100	
008811	SPAN	300	
015445	INST	300	
001871	BIOL	300	
016632	HIST	300	
008778	SPAN	200	
007923	RUSS	300	
001182	ANTH	200	
013624	CITY	200	
012503	CITY	200	
014233	EAST	300	
015874	ENGL	200	
015875	EDUC	200	
015005	COML	200	
014582	PHIL	300	
002401	CITY	200	
010966	GNST	100	
015929	HART	300	
015003	HART	200	
014310	SOCL	300	
016695	COML	200	
016615	HART	200	
015886	CITY	200	
002364	CITY	100	
016696	POLS	300	
005201	HIST	200	
003014	ECON	200	
003406	ENGL	100	
016738	SOCL	200	
002383	CITY	200	
014140	SOCL	200	
016739	SOCL	200	
015653	ARTD	300	
015540	ENGL	100	
016736	QUAN	000	
007051	POLS	200	
016737	ANTH	200	
012813	COML	200	
015650	ARTD	300	
001861	BIOL	300	
015914	ANTH	200	
Teachers	178
1061861	003279
0847593	004356 004362 004377 005201 012813
3092941	010960 003454
0554585	006054 006045 011223
0031631	007407 013713 015243
3392421	005731 005725 005745
4168993	015862 015863 015886
3554385	008770 008769
0301910	002161 002187
3098022	001460 001442
0853792	001474 005198 012494 012562 012503
3818521	011865 015850 016610
4170165	005258 005180
3083296	006580 007111 007031 006504 006521
0031399	006588 006534 007039
0028980	007128 007007
3415849	002175 002163 011827 002187
0180723	002178 002164 002187
3318436	003525 016625 003489
3393009	003573 016608
3212821	015249 005854
0254474	016623 001761 016624
0031582	002875 005866 005846 005162
1084458	002879 010841 004738
0031568	007107 002460
4089710	004010
4177047	002562 002569
0431634	006060
4273392	016609
0207327	010851 006026 011223
0695890	015500 015875
0564741	010842 002564
0820103	015113
3102450	002161
3483424	014569 001845 001185 004288
0964977	014569
3092832	004281
4172051	006851 006862
0031332	006851 015448
3577228	001213
0899465	008764 014982 015861
0492451	011962 003270
4196252	001750
4274270	007375
0697660	002470 002433
0672202	004885 004807
0031373	004889 004827 004865
4176433	001770
3319825	011306
0431946	007904 003478 015002 015003
0375562	013614 003031
0031573	007032 006523
0056992	001843 001861
0898918	013193
0409956	001899 001851 014569
1167863	002161
3996563	015511 001152 015513
3474420	001774 001763
0470839	014788 015852 007882 007925
0493855	005196 009304 014138
1165592	001771 013656 013628
4090501	002153 001871
0162987	002153
0897706	003441 003454 002669
3470402	006033 006031
0409737	006043 006035 011223
4092861	006502 006555
3899727	011075 015135
0492580	002998 004304 013647 002364
3555097	002952 014233
3927894	015857 015856 015855
0772775	012734 007888
0135660	001249
1165566	004306
0031611	007403 007368
4171980	006847 006860
0402773	006847 015449 015448
4170297	011295
0031522	014865 014866 009342 009335
0428815	002187
3996795	012730 012729
0987494	007374
0806046	005247
3555100	014209 014118
3332662	013146 013147 003017 002401
3460008	001757 015682
0031756	001550 001559
1020104	005293
3194197	011317 012833 008825
0031619	012107 015858
0125630	013185 015860
3442425	004010 004012 004016
0599596	003465 003556
1137952	013190 005191 005271 002403
3818520	006060 006043 011223
0024092	013172 015664
4174618	015248
3554810	009270 009296
3818518	015006 003444 015005
0162976	007040 015445
4354439	011063 011064 011065
1167884	006864
3393847	012336 013915
3473854	013615 003007 003014 002383
0775506	004394 004360 004393
0493725	001242 002397 002464 001182 014310
0031578	004076 004015
4177158	016631 016633 016632
0827051	014114 015013
0247216	015679
3194193	004852 003500
3646542	011865 004275
4170620	007378
3386109	008469
4092864	001165 015844
4172062	001765 001755
3555417	014203
3197197	011342
3995790	015846 002929
0576472	008774 008811
4274371	002386 002409
0168378	002153
4170946	016614 016615
0854975	004033 004012
4170914	011960 005723 016695
3839981	008420 002398 016634 015245
3460456	004038 011342
0897399	013919 013920
0031386	007878
0254151	001152 015839
4086857	002992 015891 003029
4168989	016501 008778
0020093	013623 001424 013622 013624 015914
0213446	006034 006031
4091222	015509
3896859	001752
3839982	006024 006035
0316015	007006
3996107	008773 008770
0020988	002396
4089714	012355
1051497	002368 004810 001157 002469 004882
4170167	006500
3818712	002992
3400071	005120
0129398	012352 001552 015014 001562 015015
1061058	009225 003406
3926311	014569
3898276	015163
0032827	004806
4168992	015655
3198619	013184 014581 013183 014582
3478855	015651
4278345	012354
3646540	004051 004020
3470325	011987 013210
0263980	002465
3646602	006880
3996564	013213
3478658	015678 015540
3926209	002187
0802802	016610 004289
0821481	007923
1083806	002187
0058557	015874
0775640	010966
3910189	015929
3461209	006878
4354440	016696
1167851	003406
3784569	003406
4274603	016738 016739
0031336	014140 007051
4067546	015653
3812014	016736
4274602	016737
0705542	015650
3481573	011198 001751
